instrument,topic,lag,m5_pvalue,m5_score,m6_ic,m6_confirmed,m5_confirmed,ensemble_pass,config_id,split,regime
MOEXOG,rate,14,0.877241,0.000331,0.047398,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,rate,30,0.893928,0.000668,0.06478,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,ruble,7,0.079885,0.002,0.038703,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,sanctions,7,0.721675,0.000385,0.037497,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,sanctions,30,0.567035,-0.000689,0.061608,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,inflation,1,0.923776,-5.4e-05,0.03083,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,inflation,7,0.055547,0.00176,0.053081,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,banking,1,0.82897,-0.000113,0.134138,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,banking,7,0.791485,0.000377,0.048677,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEXOG,gold,7,0.631868,-0.000426,0.066263,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,oil,1,0.430289,-0.000443,0.098244,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,oil,14,0.484547,-0.001026,0.033005,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,oil,30,0.180358,-0.003872,0.059532,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,rate,1,0.620623,-0.000317,0.038735,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,rate,7,0.175461,0.001775,0.070478,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,rate,30,0.723881,0.001973,0.054409,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,ruble,1,0.347525,-0.001108,0.040381,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,ruble,7,0.114093,0.002034,0.040393,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,sanctions,1,0.572946,-0.000503,0.04642,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,sanctions,7,0.931602,-0.000105,0.040653,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,sanctions,30,0.516294,-0.000896,0.048639,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,inflation,7,0.105746,0.001683,0.042715,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,inflation,14,0.605074,0.000768,0.051793,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,banking,1,0.583901,-0.000322,0.127357,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,banking,7,0.49485,0.00112,0.033969,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,banking,30,0.928239,0.000427,0.049652,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,gold,7,0.677878,-0.000417,0.08032,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,gold,14,0.623341,0.000659,0.039336,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MOEX10,gold,30,0.632585,0.000488,0.053567,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SP500,oil,7,0.028524,-0.000974,0.038497,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,oil,14,0.842654,0.000115,0.082343,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,oil,30,0.165659,-0.002234,0.058908,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,rate,1,0.782313,-0.000136,0.051456,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,rate,7,0.533833,-0.000395,0.080166,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,rate,14,0.178261,-0.001356,0.087377,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,ruble,1,0.927234,-6.2e-05,0.080539,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,ruble,7,0.60478,0.000378,0.076385,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,ruble,14,0.628064,0.000348,0.055132,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,ruble,30,0.34712,-0.000358,0.043379,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,sanctions,14,0.906279,-0.000126,0.060012,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,inflation,1,0.257398,-0.000556,0.032436,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,inflation,30,0.272021,-0.001922,0.049842,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,banking,1,0.696415,-0.000176,0.076854,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,banking,7,0.004635,-0.001611,0.095878,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,gold,1,0.083108,0.000874,0.048646,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,gold,14,0.00933,-0.00207,0.066521,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
SP500,gold,30,0.767342,-0.000252,0.056522,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,oil,1,0.720623,-0.000156,0.112479,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,oil,7,0.458505,-0.000593,0.077273,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,oil,14,0.780271,-0.000338,0.048228,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,oil,30,0.249156,0.002669,0.042555,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,rate,1,0.8157,-0.000118,0.032073,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,rate,7,0.45467,-0.000831,0.034881,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,rate,14,0.721229,-0.00073,0.075498,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,rate,30,0.60397,-0.002652,0.064832,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,ruble,1,0.481514,-0.000658,0.113433,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,ruble,7,0.628627,-0.000492,0.135868,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,ruble,14,0.846175,-0.00019,0.078225,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,ruble,30,0.740092,0.000112,0.093709,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,sanctions,7,0.692315,0.000392,0.138274,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,sanctions,14,0.442984,-0.000951,0.11502,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,sanctions,30,0.961821,5.1e-05,0.10352,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,inflation,7,0.423347,-0.000687,0.083279,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,banking,14,0.934631,-0.000201,0.061754,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,gold,7,0.833012,-0.000178,0.099998,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
USD_RUB,gold,30,0.484119,-0.000503,0.068786,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,oil,1,0.720623,-0.000156,0.112479,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,oil,7,0.458505,-0.000593,0.077273,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,oil,14,0.780271,-0.000338,0.048228,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,oil,30,0.249156,0.002669,0.042555,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,rate,1,0.8157,-0.000118,0.032073,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,rate,7,0.45467,-0.000831,0.034881,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,rate,14,0.721229,-0.00073,0.075498,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,rate,30,0.60397,-0.002652,0.064832,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,ruble,1,0.481514,-0.000658,0.113433,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,ruble,7,0.628627,-0.000492,0.135868,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,ruble,14,0.846175,-0.00019,0.078225,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,ruble,30,0.740092,0.000112,0.093709,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,sanctions,7,0.692315,0.000392,0.138274,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,sanctions,14,0.442984,-0.000951,0.11502,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,sanctions,30,0.961821,5.1e-05,0.10352,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,inflation,7,0.423347,-0.000687,0.083279,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,banking,14,0.934631,-0.000201,0.061754,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,gold,7,0.833012,-0.000178,0.099998,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
EUR_RUB,gold,30,0.484119,-0.000503,0.068786,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,oil,1,0.493352,0.000209,0.043342,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,rate,7,0.351793,0.000715,0.062801,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,rate,14,0.18672,0.001515,0.058256,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,ruble,7,0.91531,7.6e-05,0.053187,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,ruble,14,0.953409,-4.2e-05,0.092595,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,ruble,30,0.709551,-7.9e-05,0.065415,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,sanctions,7,0.87086,0.000115,0.069938,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,sanctions,14,0.753919,0.000272,0.042403,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,inflation,1,0.284889,0.000366,0.058668,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,inflation,7,0.147668,0.000863,0.053724,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,banking,1,0.904491,-3.9e-05,0.190195,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,banking,7,0.970524,3.5e-05,0.075742,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,gold,7,0.650739,-0.000259,0.112832,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DJ_SOUTH_AFRICA,gold,14,0.668802,-0.000298,0.07383,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,oil,7,0.212755,-0.000638,0.033469,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,rate,1,0.133258,0.000498,0.03394,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,rate,7,0.551492,0.000479,0.051361,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,rate,14,0.098906,0.001642,0.050448,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,ruble,1,0.926445,-5.7e-05,0.05315,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,ruble,14,0.982767,-1.5e-05,0.045347,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,ruble,30,0.725149,-7.7e-05,0.078439,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,sanctions,7,0.17473,-0.000983,0.038352,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,sanctions,14,0.266052,-0.000915,0.04581,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,sanctions,30,0.857911,-0.000152,0.088871,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,inflation,7,0.816245,-0.000129,0.063438,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,inflation,30,0.682128,-0.000408,0.066793,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,banking,14,0.012211,0.003407,0.095244,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,gold,1,0.107534,0.000552,0.0336,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,gold,30,0.653104,-0.000236,0.037575,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,oil,7,0.007325,-0.000778,0.082662,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,oil,14,0.223156,0.000484,0.103192,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,oil,30,0.043302,-0.001809,0.050643,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,rate,30,0.531357,0.00101,0.085142,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,ruble,1,0.535633,0.000174,0.123143,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,ruble,7,0.387287,0.000265,0.060706,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,ruble,14,0.856546,-5.6e-05,0.07272,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,ruble,30,0.751268,-2.6e-05,0.099813,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,sanctions,1,0.907408,-2.4e-05,0.124355,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,sanctions,14,0.002944,-0.001104,0.036256,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,sanctions,30,0.180874,-0.000496,0.100163,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,inflation,14,0.133873,0.000547,0.05391,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,inflation,30,0.234638,0.000553,0.04891,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,banking,1,0.155752,-0.000196,0.17373,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,banking,7,0.001378,-0.001234,0.138198,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,banking,14,0.355599,0.000575,0.096142,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,banking,30,0.322189,-0.000725,0.088017,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,gold,1,0.306167,-0.000158,0.087831,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
DXY,gold,30,0.192886,-0.000335,0.079208,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,oil,14,0.546591,0.000894,0.051436,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,oil,30,0.300719,0.002883,0.068514,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,rate,1,0.604536,-0.000308,0.036698,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,rate,14,0.661319,-0.000861,0.08486,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,rate,30,0.298292,0.004465,0.088878,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,ruble,1,0.798013,0.000285,0.056544,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,ruble,7,0.76387,0.000364,0.070994,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,ruble,14,0.43379,0.000943,0.11078,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,ruble,30,0.533537,0.000226,0.073893,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,sanctions,1,0.907048,9.8e-05,0.077473,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,sanctions,7,0.01539,-0.002906,0.131241,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,sanctions,14,0.656153,-0.00065,0.102365,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,sanctions,30,0.290478,-0.001365,0.05613,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,inflation,1,0.413693,-0.000486,0.057093,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,inflation,7,0.015525,-0.002508,0.067376,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,inflation,14,0.854156,-0.000274,0.107279,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,inflation,30,0.076964,0.003564,0.147444,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,banking,1,0.321963,-0.000545,0.075845,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,banking,7,0.541533,0.000972,0.060129,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,banking,14,0.076224,0.004568,0.083947,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,banking,30,0.11784,-0.007175,0.074454,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,gold,7,0.280406,0.001088,0.042448,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
BRENT,gold,14,0.149682,-0.001898,0.118956,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,oil,14,0.662759,-0.000386,0.063355,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,oil,30,0.250667,0.001746,0.035435,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,rate,1,0.054761,0.000702,0.055916,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,rate,30,0.477819,0.001883,0.073051,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,ruble,7,0.850863,0.000132,0.038551,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,ruble,14,0.74367,0.000234,0.062605,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,ruble,30,0.700389,-9.8e-05,0.069386,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,sanctions,7,0.881179,-0.00011,0.048904,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,sanctions,30,0.727899,0.000298,0.070414,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,inflation,1,0.021546,0.000825,0.071197,True,True,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,inflation,14,0.438716,0.000694,0.066257,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,banking,1,0.078981,0.000592,0.118118,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,banking,7,0.111443,0.00167,0.031988,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,banking,14,0.533456,-0.001099,0.067297,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,gold,7,0.978349,1.6e-05,0.133882,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,oil,1,0.604433,-0.000268,0.068634,True,False,True,keyword_raw__abs_return__M6_only__p0.05_ic0.03,train,
